LoanID,LoanAmount,InterestRate,Term,EmploymentLength,AnnualIncome,DTI,LoanStatus
42,40844,11.680947125250249,36,2,124763,16.977949582796608,0
43,34320,9.922985940641903,36,1,147093,27.505924098264167,1
44,17073,18.492761647026587,36,5,47502,29.830606537798822,0
45,25558,18.300279790084787,36,4,131891,13.267444033762432,1
46,12130,13.652149524936105,36,5,99441,24.070210449193382,0
47,12128,8.128510193783294,36,2,90577,16.853790342818407,0
48,17538,14.599299584039032,36,5,129090,26.45140476351921,0
49,21210,11.20172959003298,36,4,133933,17.486348990894093,0
50,25615,8.148788798426992,60,2,30357,14.668060765166464,0
51,28634,7.717401446016748,60,1,138428,13.706474723772805,0
52,32009,8.286284808259886,36,2,30453,29.125811699401694,1
53,6931,10.521830440077492,60,2,41552,22.77618662749505,0
54,40527,12.81240436679069,36,3,128270,17.980151119075114,0
55,23491,5.132190077339977,60,2,82237,11.17206879151653,1
56,39353,12.70571493394132,60,3,102010,24.839987097952168,0
57,24366,9.18932421661889,36,5,143181,17.844462011027964,1
58,49793,19.431996036280676,36,2,51210,21.586272109804913,0
59,13790,17.586355750042394,36,3,79165,17.58028771657912,0
60,7940,9.086764726477245,60,1,78421,26.456841474875976,1
61,14289,8.444387606817333,36,2,79110,15.9794538652537,0
62,13421,14.106114432561089,36,2,51034,14.477025143746637,1
63,11803,13.290933427972096,36,0,116393,23.489801016419136,0
64,36233,8.943940777773651,60,0,64894,27.879940355776704,0
65,13055,6.103669931089536,36,3,85389,24.053431539724617,0
66,12560,7.498097006291239,60,2,83601,23.78081610278137,0
67,23813,13.912470887558477,60,0,145127,19.38647159485292,0
68,39100,15.999333088304425,36,4,46552,21.502750304675914,1
69,28483,16.833120095847473,36,4,34115,18.848309977750926,1
70,21889,12.365023317552698,36,0,66139,25.55853337141076,0
71,43310,18.045163527310415,36,0,107209,13.203698093861751,0
72,32078,6.240100741097869,60,1,33563,14.628667192653314,0
73,8943,10.480874200128333,60,3,51946,16.210477292704482,0
74,34143,6.371295152873612,60,2,65036,29.288952817970063,0
75,18946,9.471770003898396,60,0,48381,27.407231176627388,0
76,11748,5.6771858422796235,60,4,133447,29.840524828933862,0
77,38414,18.16955960415565,36,0,122709,27.917976945601588,1
78,23658,5.4412864088393,60,1,103741,25.0032412484752,0
79,28490,14.611844240313717,60,3,110908,12.532510517792021,1
80,15683,17.956072556902974,36,0,123950,14.387816204271902,0
81,25993,10.658069039354002,36,1,54734,10.68394842235023,0
82,32970,10.044729230385276,36,3,105554,29.94688430865986,0
83,20618,7.015658446628474,36,0,71656,13.365458505442351,0
84,22265,15.898781672735165,60,4,114979,13.065179438272416,0
85,36385,5.42650826665546,60,0,149068,10.602198567115103,1
86,31766,15.715248509514224,36,5,53590,23.151068792984223,0
87,29428,11.692447426260998,60,1,30209,15.87659078312412,0
88,37077,10.238722163317473,36,1,88752,16.577961608456086,1
89,41444,19.182793815275115,36,2,96262,23.634440856913002,0
90,25381,15.058347815739644,60,0,133782,19.93435039275799,0
91,6656,6.397829092407495,60,1,112625,28.14773291413307,0
92,42699,13.934517497488116,60,5,102538,25.493033244340726,0
93,44143,17.716938917884473,36,2,128215,10.737188530253064,0
94,21263,10.120791648923989,36,5,125204,12.372617012752764,1
95,38619,16.980536310408773,36,4,109505,15.009083356581224,0
96,9091,14.468554363854139,60,4,39855,23.57774827298789,0
97,33324,6.623071682135815,60,3,63766,28.71351693203059,0
98,20891,13.071777091609233,60,0,78207,16.092131129207402,0
99,15129,10.133947650464387,36,5,44097,25.617515442874915,0
100,40688,14.057655225301742,36,0,48133,27.68379813724591,0
101,37309,5.3027978653796835,60,4,91510,28.994206317909622,1
102,48587,12.068091569596724,36,4,95567,25.17884447726563,1
103,29855,7.195383767294991,60,5,76699,28.24420424043448,1
104,33528,16.69508704814018,60,1,100588,26.042461147218802,0
105,14555,10.55160360887003,36,2,105706,17.50898687895809,1
106,18851,18.040516852573788,36,5,90824,23.4043418483753,1
107,8617,17.111904253380697,36,3,74228,15.132967565359095,0
108,20312,8.930762459409932,36,4,75879,28.513463160077816,0
109,10062,7.61951290022649,36,4,56739,20.05495382628648,0
110,29330,16.02640123696257,36,4,32824,17.10106142300011,0
111,23739,9.407358597516328,36,3,122646,10.579399595733388,1
112,16124,6.059145993089058,36,3,65659,12.376299123968266,0
113,11124,11.540863269021429,36,5,59075,17.232293648288273,1
114,20481,14.19838186470535,36,2,41355,22.397630331050998,0
115,21307,12.942391491805099,60,4,131870,20.257408258561384,0
116,35194,12.081770603375627,60,4,103698,19.77390809798534,0
117,24610,15.687260337651802,60,4,121595,22.60269516897221,1
118,22884,9.629474092669113,60,2,70791,19.334784905823852,1
119,11048,13.777549636149882,36,1,39888,19.088467074389325,0
120,19415,17.022231927281908,60,1,90709,18.807319716421134,0
121,46105,7.276381343643193,60,0,36326,17.573560993593507,0
122,13817,19.120433858096202,36,2,64404,26.31361556879467,0
123,23466,7.388139864818259,60,0,43906,22.45089452256405,0
124,8412,8.764939001436051,36,0,140398,11.404271809547929,0
125,20685,17.64986837532128,36,3,123596,25.184834158701243,0
126,33498,5.511927487447014,60,5,64277,24.07373237631676,0
127,48081,6.495171095124199,60,1,129805,22.954629017659727,1
128,48382,9.692383589806255,60,4,115854,14.593700544960432,0
129,21473,18.018335950931807,60,1,89101,25.914942414653396,1
130,16889,14.273204501615824,60,1,83595,21.132496359302557,0
131,29772,11.401284938494516,60,2,53536,22.189818767271916,0
132,33111,9.106417736754086,60,0,129151,21.060468155098928,1
133,5352,11.10011526303321,36,4,34595,22.83489115725431,0
134,36336,7.761328285155216,36,3,117592,17.051258094543996,0
135,18333,16.883002852552423,60,3,84522,11.990172962003104,1
136,18488,19.63986827448391,60,0,127974,26.53160046325286,0
137,28791,7.526377539439878,36,5,86847,16.694816508357313,0
138,25050,10.74408124720022,36,4,112438,23.439967792502017,1
139,37485,18.053969051113288,60,0,144866,29.163780415987137,0
140,42651,11.383684401380897,36,4,76818,22.02411003532397,0
141,39427,12.948508794875748,36,0,41918,26.4241852272199,0
142,45439,7.1885894449922745,60,5,62987,26.60328069755272,0
143,46969,7.326358439018454,36,2,118743,20.24235884874395,1
144,19083,15.409248701987527,60,1,123412,22.543753021123152,0
145,37768,12.57733779692361,36,4,73940,25.74777602646696,1
146,25338,9.212700551583787,60,1,140240,10.7291481701218,0
147,32491,15.77038828756123,36,3,51761,19.01191047542045,1
148,20500,16.755883519183982,36,1,56674,17.717486598185435,0
149,48702,9.931739700396621,60,3,90914,26.617351274965632,0
150,45885,16.885908991673507,36,1,107422,18.226838976319396,0
151,40086,12.620422201918977,36,1,39483,28.9407935666775,1
152,28608,5.773002430636659,36,1,40366,18.706005161711417,0
153,45080,19.941633608255984,36,2,70513,26.821427138447106,0
154,24514,9.655353927503349,36,3,45431,10.046470209542251,0
155,22286,13.30698711251861,60,3,35644,25.25098646134177,0
156,29931,6.9084184480121005,36,4,104860,28.054567631720666,1
157,13451,12.177750715866072,60,3,87725,13.524868546910067,0
158,23416,9.017171144901491,60,2,58957,17.349085852633017,0
159,41777,9.839597899053167,36,0,55598,21.340691064921877,1
160,16049,5.4128906459605055,36,4,142312,12.900997789932456,1
161,13112,11.494626379126508,36,3,139408,15.393113764744697,1
162,20311,12.594058134701806,36,2,67641,20.092317898558147,0
163,19523,15.130835877502584,36,2,146419,21.154590071578625,1
164,23695,7.381126830274463,60,1,112433,17.40496086354478,0
165,35158,11.860694890390949,36,4,62054,17.078511061076295,0
166,34016,19.871488027033614,36,1,45848,19.920468863832987,0
167,26606,15.455612565496361,36,0,132776,20.03382884437481,0
168,25035,10.061295007924558,36,1,98147,29.127570676589258,1
169,49072,18.012346470725518,60,0,62885,19.175396387151647,0
170,24200,19.381550444008866,60,1,103935,10.752394715235251,0
171,10395,5.065285886602977,60,4,40766,20.982129175069666,0
172,15824,10.78749690176825,36,5,87218,23.485398286950698,0
173,39683,15.77361250121883,60,1,34077,19.058088505996157,0
174,49765,12.014219774444328,60,5,82893,13.449941480556776,0
175,23948,5.530144032156235,36,3,48664,24.59000976803621,0
176,8139,15.294683881137106,60,5,71479,14.64010741295803,1
177,24599,11.321111860100489,36,4,147474,19.43968064821708,0
178,29175,13.321028626662809,36,3,79564,16.661801643324914,0
179,34776,15.700719487452464,36,3,32744,22.382807948929678,0
180,42380,9.604379656827552,36,1,92608,19.294021023955167,1
181,11526,12.652817697316642,60,3,50083,18.376186970233974,0
182,49563,8.665843376506137,36,2,46241,15.39427001525522,0
183,8459,19.403423129457416,60,5,102957,14.09675862349153,0
184,20588,9.230581702318485,36,1,133523,22.976216836861063,1
185,25798,11.376464936123798,60,1,133295,22.258591261570334,1
186,25865,19.632886391154827,36,3,125739,11.539712790753677,1
187,13808,11.642621238902127,60,3,129978,11.255358809499004,0
188,46732,18.74682346692834,60,0,81373,16.493714089246204,0
189,32235,10.201744622841233,60,5,65305,26.625152476680668,0
190,26656,14.343669114687314,60,0,41934,23.153125780182968,1
191,5030,8.80347836852562,36,3,141475,12.123742512885887,0
192,48997,16.991442011801027,60,4,126193,20.799441606607566,0
193,8089,9.192370069285392,60,3,122605,18.19117869299886,1
194,43777,18.821842386577153,36,1,130714,25.85710574233608,1
195,10552,17.994243154574555,60,1,59041,10.211605374142362,0
196,8954,12.193414805423068,36,2,105533,13.716277221404772,0
197,17868,16.5419878592752,36,0,63334,28.140666894247893,0
198,47176,14.436467561682687,60,3,36341,23.875024726076344,1
199,13325,13.77962395005783,36,4,113238,20.293324938705965,0
200,45541,13.454186575740973,36,1,61411,24.429731987182503,0
201,45839,11.4509401444775,60,5,78765,17.79584201184295,0
202,29568,5.104613804454564,60,5,96643,17.621526828049344,1
203,48215,15.898724693177959,60,4,99229,27.02430359880895,0
204,36348,5.576823234893464,36,3,122295,20.49745792547878,1
205,42627,16.427675129485245,36,5,120596,19.016963506185824,1
206,23467,19.58565210167155,60,4,137169,21.25597672166562,0
207,11816,19.34668923277173,36,0,86068,13.5247950106253,0
208,25006,10.960252293031612,36,2,53681,26.676712410838167,0
209,10120,8.114395326184727,60,1,52756,25.019665632352893,0
210,20102,14.030980607863036,36,5,70717,13.424439951496467,0
211,27243,14.821965965772842,60,4,68905,12.982562538189255,1
212,10188,10.38100446600079,36,2,103524,16.68817476692137,0
213,17307,14.900139948501664,60,5,91408,20.364716798526135,1
214,35763,16.64708191166143,60,2,98264,29.22451334762479,0
215,30978,9.065559418408219,36,0,81540,23.458713229411217,0
216,19225,19.048218895513976,60,3,102464,27.368838570819506,0
217,47192,18.32194268833078,36,1,114281,16.54734258273054,1
218,26144,16.348680685754662,60,5,148191,25.624998946028526,0
219,11276,17.22780573561323,60,3,101687,20.027574596006673,1
220,28725,12.045210398766056,60,0,95856,27.53323815876253,0
221,39736,6.580338440296625,36,4,110510,18.94252110156081,1
222,43231,7.803521562666589,36,5,100230,13.604271522693661,0
223,33038,5.740944289279428,60,1,55696,13.60351435083544,1
224,22165,8.578714561132834,60,3,41362,21.708750366939572,1
225,6359,12.080020367144055,36,0,121248,26.75040424599675,0
226,49304,11.98213622372295,36,4,149325,12.21101517567929,0
227,32424,18.719778371469115,60,1,116915,16.251837979201685,0
228,23064,15.479534595295489,36,0,37847,17.490365439687963,1
229,9744,6.201623877794345,60,2,119057,26.68689796047805,0
230,15030,6.154792831539904,36,5,143862,25.173441673081026,0
231,25717,17.385153220876077,36,2,31671,22.965257343771405,0
232,39135,9.402473159133244,36,3,132776,10.460980258582552,0
233,35581,14.895748548013591,60,2,68650,22.45263256174062,1
234,15034,15.062960661903666,36,0,147532,16.227221751794822,0
235,47193,13.853228512648364,36,5,100680,10.604284106774509,1
236,18361,16.265330387672805,60,2,102866,17.182901165837578,0
237,21619,5.450918496801888,60,5,135925,16.35484208950846,0
238,14334,5.516495874817269,60,0,145215,14.099153440174167,0
239,39246,18.675812599506457,36,0,50893,23.79043584633301,0
240,31430,11.449543574035102,36,4,138796,23.102068069199284,0
241,6307,17.656389716818083,36,4,55411,27.288166407245974,0
242,48162,8.752466838951786,60,0,56777,29.523026550847547,0
243,14625,6.052932806953857,60,3,85977,21.035855551186163,0
244,18536,15.551965978461396,36,0,132672,29.58895882947259,1
245,13336,12.536345286715836,36,5,115822,23.4781622972415,1
246,47773,18.255169147571856,60,1,33854,21.85156224780268,0
247,49282,13.807179658593812,60,5,113402,24.2259742047692,0
248,11750,8.068590774551911,36,2,90323,14.374702914808896,0
249,28900,17.666461820828555,60,2,138794,26.14728362831259,0
250,8686,16.849528365277884,60,5,141361,23.934044654905676,0
251,9362,19.518384052036524,36,5,145573,22.422385491491845,0
252,24362,12.587502300966213,60,4,93645,15.009312519095005,1
253,35048,13.306266507392518,36,2,52255,23.92955322754031,1
254,18825,8.957217151848887,60,0,88929,17.936149798670336,0
255,38854,18.9805157246643,60,0,36417,13.616795556841293,0
256,10052,8.788709159385714,36,1,95263,14.206568791128484,0
257,9917,11.188890637372808,60,3,32286,17.645980642462458,0
258,19452,13.097053440334422,36,0,45404,11.666619838170417,0
259,48978,11.417803147492464,36,5,90779,14.64306614813996,0
260,8821,10.690634878727378,60,2,45702,10.715532352329145,0
261,35426,14.896125085281778,60,1,39338,21.942002408063228,0
262,42018,19.98763610018528,60,5,71353,10.449660935765815,0
263,23983,18.047558112373128,36,1,30315,13.261709568429467,1
264,28532,12.073521630544725,60,3,122985,26.557996618328932,0
265,28053,18.929423220677386,60,1,120805,11.587021477640127,0
266,9234,18.302941516515357,36,5,78066,13.196951131113185,0
267,19509,13.202001768110511,60,2,120735,13.770335015083187,0
268,18735,9.671523054386135,60,5,73059,28.62426213537654,0
269,34999,12.989572767770127,36,2,115794,13.258434484501986,0
270,17770,12.892945373620876,36,5,97686,27.05593631079781,0
271,9530,6.178972220836224,60,1,90279,16.851078869567996,0
272,32896,14.369369037829395,60,2,47834,11.193206950673032,0
273,43481,10.636236451312206,60,0,104691,12.889640269389844,0
274,25529,13.852886943721185,60,4,90951,23.490577930851465,1
275,40116,16.747822841054326,36,5,105030,27.63398508229278,0
276,33706,17.265314156513142,60,1,144817,15.156146362340664,0
277,15079,7.0704457829553995,60,2,118286,11.700699942564421,0
278,5504,10.102157243909371,60,3,83910,26.82036542218093,1
279,22209,13.141985564557926,36,4,129774,25.692765473453203,1
280,28896,19.17631709683971,60,0,83700,11.431027479583538,1
281,39716,16.795781589789215,36,1,53345,18.12880015529537,0
282,17962,13.6721442943041,60,5,35408,13.513622961284756,0
283,28624,12.887917668913424,36,2,127413,28.885899309162784,0
284,24323,11.702373332264356,36,0,127977,20.75226906983539,1
285,10137,7.608321914307597,36,4,144846,17.52870719621557,0
286,41385,17.710809231662395,36,3,61285,15.638165296593415,0
287,15131,6.870019152679946,36,1,87921,15.148399398499004,0
288,22900,9.182605383621322,60,1,41765,28.42922790560969,0
289,25273,19.85493661265543,60,2,37133,17.681287563678957,0
290,11922,10.440518374909464,36,4,33226,26.91576417840656,0
291,49561,14.748343161986927,60,2,52016,21.250412554282835,1
292,43486,6.4977081021289775,60,1,139403,22.298631226681625,1
293,37336,11.355214859102308,60,4,99220,25.802335943500303,0
294,42053,17.956611624256,60,4,89208,20.59404876708698,0
295,18829,5.116547020569927,60,4,102780,24.795978116790312,0
296,25809,19.180713314633348,60,5,90508,20.845701340751415,1
297,5869,10.175805150172243,36,5,74993,27.213916243722636,1
298,21201,15.263063853977835,60,3,80834,16.105155558402465,0
299,14814,16.13901351921391,36,1,100137,26.265004058577453,1
300,44710,16.97150384748357,36,1,103533,10.811780393336015,0
301,17691,18.996566064540957,60,2,129181,25.45433182441133,0
302,13989,10.259719053003325,60,2,135496,22.565017901106728,0
303,21479,11.83041879255698,36,3,36427,18.422173000766485,1
304,21766,11.391971892394846,36,4,61140,15.801393678233428,0
305,24839,17.778012058641238,60,3,131520,16.02506865678592,0
306,45648,16.255260776280615,36,4,56406,11.916981042047944,0
307,48621,19.90072916746348,60,3,98402,19.9369009486732,0
308,33556,10.891705160127204,60,2,123506,11.643232634181757,1
309,45957,13.9043040067337,60,3,71616,10.871129224723695,0
310,31384,9.34842923523322,60,3,108691,16.56818865439397,0
311,9758,12.856637815833132,60,0,142978,24.288623379156512,1
312,15854,11.151724382166325,36,4,92271,29.329056641215363,1
313,23874,7.435039246283908,36,3,62202,28.166075120252817,0
314,38125,10.509431466462273,36,1,104555,19.18588156167744,0
315,47649,11.514165840791524,36,3,68733,15.988424184358523,0
316,13111,14.805396276339952,60,0,81279,11.694485434687323,0
317,46813,8.369166172862544,36,2,35257,12.639844304514753,0
318,24791,18.74589828951865,60,4,119526,26.194009913400258,0
319,41217,13.26116108154819,60,2,113492,14.88110823532625,0
320,24561,19.849370877001988,36,3,105216,15.673923480085792,0
321,44213,10.944369941552587,60,1,77419,11.356912133840655,0
322,8155,11.04398418763378,36,4,94071,26.535410315292957,0
323,9548,11.789294961724558,36,2,56503,15.397858301312777,1
324,31578,10.35710404037543,60,4,77284,18.722747023493344,0
325,43703,8.169839069459147,36,0,122109,27.59671264067756,0
326,28409,15.492207308846753,60,1,41724,28.2888457271665,1
327,24906,8.799920964027287,60,1,31645,22.613235180266376,1
328,32261,7.459701456879904,60,5,106233,25.527216045217397,1
329,10776,13.282838530107496,60,5,57104,11.146768077120122,1
330,18975,13.025999302755231,60,0,105531,26.584104756858864,1
331,33542,19.819651302729177,36,5,43497,19.42349157980084,1
332,34181,10.85137748304837,60,0,79513,23.023976228534693,1
333,5163,11.279635319037535,60,1,55459,17.03328955949501,1
334,27037,12.759424003257324,60,1,51977,15.735326144762814,0
335,28335,18.71715593952743,36,0,51907,13.631410853470722,0
336,35564,6.649082558832212,60,5,51186,18.01868535503705,0
337,26553,6.170056452844754,60,0,69099,17.830835304650524,0
338,42507,15.667193173769535,60,2,139544,29.904106628888073,0
339,48117,15.926090237086536,60,2,98054,29.519956210285706,0
340,37856,17.59223583889144,60,3,81869,22.527733361665952,0
341,5572,15.636406715318955,36,3,119039,16.54744240140225,0
342,11689,13.83537137283308,60,0,98347,10.348684140834317,0
343,24833,9.965425829228913,60,1,120109,10.881503588945783,0
344,26527,13.17637753031714,60,5,104024,18.00939657894164,1
345,13069,13.799277617108146,36,2,97159,28.44139091399428,0
346,22004,7.6203507912309565,60,0,61582,23.67983616727203,0
347,40471,13.058008714628986,60,4,44340,10.652234390444448,0
348,18997,10.238747708946462,36,4,96909,12.008222620855346,1
349,20527,9.736983865753706,60,3,139102,19.884061324649224,0
350,28206,5.307309644416927,36,3,99181,16.357208760607943,0
351,21370,11.93183519223431,60,4,129331,13.598041407965166,0
352,49470,18.615106895429818,60,1,56375,28.48099846545165,0
353,29336,6.719940672259778,60,2,110445,13.611132384705058,0
354,14843,14.750611362528987,60,4,50864,17.261263257744677,0
355,48642,6.535274343200756,36,2,58101,15.138896459622773,1
356,11062,5.5123629829294005,60,4,86059,19.551661569100272,0
357,8484,10.069907641887626,60,3,101428,20.2983208514918,1
358,29237,16.86139636050129,36,1,129817,17.728728648419796,0
359,44881,13.008573069252318,60,2,102118,17.071181897935904,0
360,46277,8.25793235118895,36,2,66914,20.214065470485547,0
361,49408,15.805200672510807,36,1,129568,12.450809825237021,1
362,8844,11.118976112100038,36,4,93038,15.304752565512938,1
363,28557,18.176998464340784,60,5,110874,19.42308740256203,0
364,32149,12.758665447098181,36,1,131571,17.740545811098016,0
365,24617,5.473390878891772,36,3,72562,21.31866882328724,0
366,48193,7.567849257838596,36,3,97899,21.485346046186645,1
367,30963,13.478455101943764,60,4,73540,26.972091222916934,1
368,45808,7.115302232806764,36,0,62090,11.27623916847358,0
369,36034,16.980034603512806,60,5,137163,22.722718164496094,1
370,11831,10.203874964084903,60,5,65467,18.304712235706326,1
371,25966,5.446612941687037,60,0,107287,26.059662749827396,0
372,21970,18.341924874688264,36,4,148761,21.745772465881576,0
373,13963,15.751214711826,60,2,49262,22.67242387239442,0
374,38401,18.90070355604881,36,3,146953,18.43438373252915,1
375,46372,11.408971931654513,60,4,136483,20.718889802978975,1
376,35968,6.235006227961632,36,4,71879,25.49439404074269,0
377,31568,19.119467175804623,60,5,131227,16.533484685875216,0
378,37613,7.193885050123181,36,5,39446,27.220035129280095,1
379,40264,7.269032207258585,60,4,95745,18.61756335367757,1
380,46937,9.181709315641402,60,5,114180,20.09552257929102,0
381,23494,16.718433927776438,60,2,71669,10.640285135134409,0
382,13349,12.801618885271818,36,1,41855,14.052471110456073,1
383,45151,17.175703138862705,36,3,35376,23.737879471727744,0
384,36682,9.535349763880056,60,5,60176,26.388564335107706,0
385,33103,10.114665825015852,60,4,127220,13.105533969947675,0
386,37323,7.0499312794442535,60,2,86066,15.558571573515128,1
387,16805,18.013758011333643,60,2,61200,23.73682388276794,1
388,29643,18.96033574266448,36,4,103061,12.741487379367594,0
389,20668,15.398622533233914,36,2,137102,22.595281272604254,0
390,47782,10.747291135757536,60,5,47089,21.671834615526137,1
391,48651,16.01336942791294,36,1,121188,10.755364788891653,0
392,25255,10.094006096682804,36,0,136690,12.919729893075793,0
393,12938,8.19536194991564,36,1,111485,25.9616397723612,0
394,12486,17.21108257891117,36,0,44891,15.434260494134701,0
395,40386,12.211005477097075,36,0,78901,17.787200805075834,1
396,32191,15.161678900910363,36,1,48085,10.741991512282942,0
397,26668,19.0199550675221,60,4,129712,18.121410738695836,1
398,8342,6.667745154095233,36,4,85860,26.197725764365305,0
399,39714,5.981506003260339,60,0,135038,25.01208285862929,0
400,21427,15.055775712084849,36,2,59644,23.38642399317229,1
401,42157,6.299101864622479,36,0,52851,23.840688603805518,1
402,47267,9.335987788723825,36,2,127756,21.699998141628736,0
403,13823,10.93506918644623,60,5,130277,14.63499183285614,1
404,37832,17.91259757989362,60,5,149370,13.959809635394937,0
405,14486,14.779408661074518,36,2,117816,22.012442814635648,1
406,24015,17.48291925240541,60,3,70970,26.345998638756274,1
407,45076,6.5796144260705685,60,5,65018,27.22432840979253,0
408,26991,9.551975649851727,60,4,79325,23.957094044263716,1
409,6549,6.793214354078894,60,0,131215,22.413170539776996,1
410,7488,19.6518846621277,60,2,120446,22.699225183218417,0
411,34092,10.054458590901541,36,3,90609,23.54190178112244,1
412,49083,5.232500692112701,36,2,94533,21.840293904450604,1
413,39554,17.856335751402145,36,3,52273,25.778673130581872,1
414,35509,13.307749344391354,36,3,76041,11.995013625480288,0
415,24313,8.306476527702369,36,2,32524,13.971702967617475,0
416,35708,17.394053624745624,60,5,130473,23.936161534762856,0
417,9994,8.597198995058271,60,4,148415,24.833834547950023,0
418,39864,13.99764146770896,60,2,138987,25.459473690517907,0
419,9379,11.483537496260158,60,1,137480,18.48825352091255,0
420,44428,12.710971516247376,60,3,129068,29.518519846176712,0
421,31038,8.805167054346114,60,1,72799,23.61058256149326,0
422,45105,18.04432751086116,36,1,58729,11.75920990713805,0
423,46558,17.01564660660747,60,1,43048,23.597473436037667,0
424,42312,14.481556130330356,36,3,60102,19.25034863784395,0
425,43004,17.25766399300815,60,3,37617,15.339032854928348,0
426,43127,8.159103526628137,60,5,33923,25.841780340121367,1
427,14078,18.70827398868392,60,4,37439,28.867615148509625,1
428,25777,17.472984410791387,36,0,41735,28.891213116890913,0
429,36517,6.099671052751765,36,1,38860,16.45168659392215,0
430,14806,10.049020850927057,60,1,100748,19.180766337994662,0
431,6306,8.777929832440112,60,1,34605,20.4126506220127,0
432,35553,19.701181337644094,36,3,56285,19.597114949343826,1
433,36296,14.928230965620651,60,5,31065,28.21672934437711,0
434,16194,12.876712243929653,60,5,90776,18.27530910511535,0
435,12868,17.192444110063263,36,4,106913,14.252025422938088,0
436,15617,5.827971010023126,60,4,148697,13.401973046246225,0
437,43121,13.238433369112437,60,3,34660,28.106591365247755,0
438,30911,19.74818056831338,60,5,122694,28.369964775575447,1
439,13499,13.296566032025263,60,4,80664,28.7276155034287,1
440,38002,14.766788428430097,60,3,141700,17.194696518432785,0
441,28182,17.231020149663856,60,0,38401,12.978263619542025,1
442,16061,18.068138386332226,36,5,58912,26.416914383641302,1
443,37097,17.099116952639413,60,4,94203,13.928654412141965,0
444,46165,14.544771671358847,36,0,74858,26.32587993138417,1
445,29259,6.906109181504351,36,4,121866,16.648382031590064,0
446,31273,8.788730569922528,60,0,147646,24.214289550720515,0
447,15824,16.328233977201364,36,5,119223,13.657638199256922,0
448,28338,8.390283297911644,60,1,119472,11.121847562325403,0
449,14705,19.858707675861922,60,1,67696,13.246043381064137,0
450,10408,10.981805546598427,36,3,30441,12.289249257379629,0
451,10712,6.871470969624257,36,2,138347,25.687420934956407,0
452,20897,17.116618172047723,36,0,67971,18.438478183431776,0
453,33211,6.983770223069715,60,2,62699,25.472059098955953,0
454,13117,17.216078758616298,36,4,147781,14.471455944414851,0
455,44738,11.799521255910557,60,0,53545,11.190323366469988,0
456,38771,11.788364714931587,36,3,117300,18.60740836907762,1
457,38270,15.264085230163836,36,2,58613,17.675666858710834,0
458,14303,11.5184393266954,60,0,49069,21.893141810329322,1
459,9634,12.679019719533855,60,5,113752,23.298549570919782,1
460,39944,13.56626770605038,36,3,95408,29.67508704568802,1
461,32771,13.947459024552462,60,1,44675,20.777375723740263,0
462,10482,11.031583298680644,36,0,36595,26.704851626466436,0
463,46323,6.9068273081784435,60,3,131053,24.619787386299976,0
